Date_Reported,Time_Committed,Weather_Conditions,Barangay,Address,Type_of_Place,VTA_Category,Victim_Killed,Victim_Injured,Victim_Unharmed,Main_Cause,Details_of_Main_Cause,Case_Status,Road_Conditions,Day_Period,Traffic_Volume
10/25/2023,6:00:00 AM,rainy,SESSION GOV. PACK,"Barangay SESSION GOV. PACK, Baguio City, Benguet, Philippines",Parking Area ,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),wet,Morning,816
10/24/2023,6:20:00 PM,clear,KAYANG EXTENSION,"Barangay KAYANG EXTENSION, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Human Error,Inattention,SOLVED (AMICABLY SETTLED),dry,Evening,549
10/25/2023,5:20:00 PM,rainy,GREENWATER VILLAGE,"Barangay GREENWATER VILLAGE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),wet,Evening,736
10/26/2023,2:20:00 PM,foggy,SESSION GOV. PACK,"Barangay SESSION GOV. PACK, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO MULTIPLE PHYSICAL INJURY - RPC Art 365,No,Yes,No,Human Error,Speeding,SOLVED (AMICABLY SETTLED),damp,Afternoon,77
10/26/2023,10:50:00 AM,clear,KAYANG EXTENSION,"Barangay KAYANG EXTENSION, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Traffic Management Factors,Construction Without Warning Signs,SOLVED (AMICABLY SETTLED),dry,Morning,747
10/25/2023,7:45:00 PM,clear,MRR-QUEEN OF PEACE,"Barangay MRR-QUEEN OF PEACE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Environmental,Erosion of Roadside,SOLVED (AMICABLY SETTLED),dry,Evening,639
10/25/2023,7:45:00 PM,foggy,MRR-QUEEN OF PEACE,"Barangay MRR-QUEEN OF PEACE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,Yes,No,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),damp,Evening,173
10/27/2023,9:35:00 AM,rainy,"MAGSAYSAY, UPPER","Barangay MAGSAYSAY, UPPER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),wet,Morning,275
10/27/2023,1:50:00 AM,clear,HARRISON-CLAUDIO CARANTES,"Barangay HARRISON-CLAUDIO CARANTES, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO MULTIPLE DAMAGE TO PROPERTY - RPC Art 365,No,Yes,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),dry,Morning,851
10/26/2023,12:00:00 PM,rainy,IRISAN,"Barangay IRISAN, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,No,Yes,Traffic Management Factors,Traffic Congestion,SOLVED (AMICABLY SETTLED),wet,Afternoon,801
10/26/2023,10:30:00 PM,foggy,SAN ROQUE VILLAGE,"Barangay SAN ROQUE VILLAGE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Speeding,SOLVED (AMICABLY SETTLED),damp,Evening,696
10/28/2023,6:00:00 PM,clear,HARRISON-CLAUDIO CARANTES,"Barangay HARRISON-CLAUDIO CARANTES, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,Yes,No,Traffic Management Factors,Defective Traffic Lights,SOLVED (AMICABLY SETTLED),dry,Evening,705
10/28/2023,5:40:00 PM,clear,"GENERAL LUNA, LOWER","Barangay GENERAL LUNA, LOWER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Erosion of Roadside,SOLVED (AMICABLY SETTLED),dry,Evening,231
10/28/2023,4:25:00 PM,foggy,HARRISON-CLAUDIO CARANTES,"Barangay HARRISON-CLAUDIO CARANTES, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),damp,Afternoon,981
10/28/2023,10:43:00 AM,rainy,RIZAL MONUMENT AREA,"Barangay RIZAL MONUMENT AREA, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Slippery Road due to Rain,SOLVED (AMICABLY SETTLED),wet,Morning,835
10/29/2023,8:30:00 PM,clear,MILITARY CUT-OFF,"Barangay MILITARY CUT-OFF, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),dry,Evening,744
10/29/2023,10:00:00 AM,rainy,MILITARY CUT-OFF,"Barangay MILITARY CUT-OFF, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Traffic Congestion,SOLVED (AMICABLY SETTLED),wet,Morning,109
10/29/2023,11:00:00 AM,foggy,IMELDA BARANGAY,"Barangay IMELDA BARANGAY, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Human Error,Inattention,SOLVED (AMICABLY SETTLED),damp,Morning,375
10/29/2023,3:26:00 PM,clear,ABCR,"Barangay ABCR, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),dry,Afternoon,382
10/29/2023,10:30:00 AM,clear,AZCKO,"Barangay AZCKO, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Erosion of Roadside,SOLVED (AMICABLY SETTLED),dry,Morning,132
10/30/2023,1:00:00 AM,rainy,MILITARY CUT-OFF,"Barangay MILITARY CUT-OFF, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Slippery Road due to Rain,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),wet,Morning,739
10/29/2023,12:20:00 AM,rainy,CABINET HILL-TEACHER'S CAMP,"Barangay CABINET HILL-TEACHER'S CAMP, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,Yes,No,Human Error,Speeding,SOLVED (AMICABLY SETTLED),wet,Morning,571
10/29/2023,12:20:00 AM,clear,CABINET HILL-TEACHER'S CAMP,"Barangay CABINET HILL-TEACHER'S CAMP, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),dry,Morning,493
10/29/2023,4:15:00 PM,rainy,DONTOGAN,"Barangay DONTOGAN, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),wet,Afternoon,709
10/30/2023,9:30:00 AM,foggy,"MAGSAYSAY, UPPER","Barangay MAGSAYSAY, UPPER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Traffic Management Factors,Defective Traffic Lights,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),damp,Morning,596
10/30/2023,2:30:00 PM,clear,RIZAL MONUMENT AREA,"Barangay RIZAL MONUMENT AREA, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Erosion of Roadside,SOLVED (AMICABLY SETTLED),dry,Afternoon,911
10/29/2023,12:00:00 PM,foggy,CAMP 7,"Barangay CAMP 7, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO MULTIPLE PHYSICAL INJURY - RPC Art 365,No,No,No,Traffic Management Factors,Traffic Congestion,SOLVED (AMICABLY SETTLED),damp,Afternoon,854
10/29/2023,12:00:00 PM,rainy,CAMP 7,"Barangay CAMP 7, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,No,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),wet,Afternoon,484
10/31/2023,8:35:00 AM,rainy,BURNHAM-LEGARDA,"Barangay BURNHAM-LEGARDA, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),wet,Morning,143
10/30/2023,5:10:00 PM,foggy,"MAGSAYSAY, LOWER","Barangay MAGSAYSAY, LOWER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Human Error,Speeding,SOLVED (AMICABLY SETTLED),damp,Evening,591
11/2/2023,6:00:00 PM,clear,KAYANG EXTENSION,"Barangay KAYANG EXTENSION, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),dry,Evening,981
11/2/2023,2:40:00 PM,rainy,KAYANG EXTENSION,"Barangay KAYANG EXTENSION, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Slippery Road due to Rain,SOLVED (AMICABLY SETTLED),wet,Afternoon,155
11/3/2023,12:45:00 PM,foggy,IMELDA BARANGAY,"Barangay IMELDA BARANGAY, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (AMICABLY SETTLED),damp,Afternoon,634
11/3/2023,9:45:00 AM,rainy,KABAYANIHAN,"Barangay KABAYANIHAN, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Traffic Congestion,SOLVED (AMICABLY SETTLED),wet,Morning,299
11/3/2023,11:20:00 PM,clear,AZCKO,"Barangay AZCKO, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Erosion of Roadside,SOLVED (AMICABLY SETTLED),dry,Evening,896
11/4/2023,12:30:00 PM,rainy,BURNHAM-LEGARDA,"Barangay BURNHAM-LEGARDA, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),wet,Afternoon,805
11/4/2023,9:35:00 PM,foggy,HARRISON-CLAUDIO CARANTES,"Barangay HARRISON-CLAUDIO CARANTES, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),damp,Evening,539
11/4/2023,6:30:00 PM,clear,HARRISON-CLAUDIO CARANTES,"Barangay HARRISON-CLAUDIO CARANTES, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Speeding,SOLVED (AMICABLY SETTLED),dry,Evening,753
11/4/2023,2:40:00 PM,clear,"GENERAL LUNA, LOWER","Barangay GENERAL LUNA, LOWER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Traffic Congestion,SOLVED (AMICABLY SETTLED),dry,Afternoon,438
11/15/2023,1:40:00 PM,foggy,CABINET HILL-TEACHER'S CAMP,"Barangay CABINET HILL-TEACHER'S CAMP, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),damp,Afternoon,298
11/15/2023,1:40:00 PM,rainy,CABINET HILL-TEACHER'S CAMP,"Barangay CABINET HILL-TEACHER'S CAMP, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),wet,Afternoon,927
11/6/2023,10:00:00 AM,foggy,GUISAD SORONG,"Barangay GUISAD SORONG, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,No,No,Traffic Management Factors,Construction Without Warning Signs,SOLVED (AMICABLY SETTLED),damp,Morning,477
11/12/2023,7:30:00 AM,clear,SESSION GOV. PACK,"Barangay SESSION GOV. PACK, Baguio City, Benguet, Philippines",Parking Area ,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Erosion of Roadside,SOLVED (AMICABLY SETTLED),dry,Morning,144
11/8/2023,10:00:00 AM,clear,"MAGSAYSAY, UPPER","Barangay MAGSAYSAY, UPPER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),dry,Morning,231
12/4/2023,6:00:00 AM,rainy,HAPPY HOLLOW,"Barangay HAPPY HOLLOW, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),wet,Morning,160
11/8/2023,9:45:00 AM,rainy,RIZAL MONUMENT AREA,"Barangay RIZAL MONUMENT AREA, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),wet,Morning,723
11/7/2023,11:20:00 AM,clear,IRISAN,"Barangay IRISAN, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Human Error,Speeding,SOLVED (AMICABLY SETTLED),dry,Morning,101
11/8/2023,5:40:00 AM,foggy,DIZON SUBDIVISION,"Barangay DIZON SUBDIVISION, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO MULTIPLE DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Traffic Congestion,SOLVED (AMICABLY SETTLED),damp,Morning,765
11/8/2023,6:00:00 PM,clear,SOUTH DRIVE,"Barangay SOUTH DRIVE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Human Error,Inattention,SOLVED (AMICABLY SETTLED),dry,Evening,664
11/14/2023,7:45:00 AM,rainy,KABAYANIHAN,"Barangay KABAYANIHAN, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (AMICABLY SETTLED),wet,Morning,930
11/10/2023,10:50:00 AM,foggy,ABCR,"Barangay ABCR, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),damp,Morning,498
11/9/2023,9:46:00 AM,rainy,CABINET HILL-TEACHER'S CAMP,"Barangay CABINET HILL-TEACHER'S CAMP, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Slippery Road due to Rain,SOLVED (AMICABLY SETTLED),wet,Morning,649
11/9/2023,6:40:00 PM,clear,DONTOGAN,"Barangay DONTOGAN, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,No,No,Traffic Management Factors,Traffic Congestion,SOLVED (AMICABLY SETTLED),dry,Evening,92
11/10/2023,8:25:00 PM,rainy,AZCKO,"Barangay AZCKO, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Erosion of Roadside,SOLVED (AMICABLY SETTLED),wet,Evening,741
11/10/2023,4:05:00 PM,foggy,RIZAL MONUMENT AREA,"Barangay RIZAL MONUMENT AREA, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Speeding,SOLVED (AMICABLY SETTLED),damp,Afternoon,367
11/10/2023,11:30:00 AM,clear,"GENERAL LUNA, LOWER","Barangay GENERAL LUNA, LOWER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),dry,Morning,642
11/10/2023,1:50:00 PM,rainy,LUALHATI,"Barangay LUALHATI, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),wet,Afternoon,427
11/10/2023,8:00:00 AM,foggy,CABINET HILL-TEACHER'S CAMP,"Barangay CABINET HILL-TEACHER'S CAMP, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (AMICABLY SETTLED),damp,Morning,268
11/11/2023,3:45:00 PM,clear,SESSION GOV. PACK,"Barangay SESSION GOV. PACK, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),dry,Afternoon,922
11/11/2023,11:30:00 AM,foggy,SESSION GOV. PACK,"Barangay SESSION GOV. PACK, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Traffic Congestion,SOLVED (AMICABLY SETTLED),damp,Morning,694
11/11/2023,5:50:00 PM,rainy,ST. JOSEPH (NAVY BASE),"Barangay ST. JOSEPH (NAVY BASE), Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),wet,Evening,705
11/12/2023,6:42:00 PM,clear,HARRISON-CLAUDIO CARANTES,"Barangay HARRISON-CLAUDIO CARANTES, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Speeding,SOLVED (AMICABLY SETTLED),dry,Evening,854
11/12/2023,10:46:00 AM,clear,"MAGSAYSAY, UPPER","Barangay MAGSAYSAY, UPPER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Erosion of Roadside,SOLVED (AMICABLY SETTLED),dry,Morning,609
11/23/2023,1:46:00 PM,foggy,LOAKAN PROPER,"Barangay LOAKAN PROPER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO MULTIPLE PHYSICAL INJURY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),damp,Afternoon,192
11/23/2023,1:46:00 PM,rainy,LOAKAN PROPER,"Barangay LOAKAN PROPER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),wet,Afternoon,649
11/12/2023,12:24:00 AM,rainy,RIZAL MONUMENT AREA,"Barangay RIZAL MONUMENT AREA, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Slippery Road due to Rain,SOLVED (AMICABLY SETTLED),wet,Morning,125
11/14/2023,11:45:00 AM,foggy,MILITARY CUT-OFF,"Barangay MILITARY CUT-OFF, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),damp,Morning,851
11/14/2023,11:00:00 AM,rainy,MILITARY CUT-OFF,"Barangay MILITARY CUT-OFF, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),wet,Morning,770
11/13/2023,1:30:00 PM,clear,CABINET HILL-TEACHER'S CAMP,"Barangay CABINET HILL-TEACHER'S CAMP, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Traffic Congestion,SOLVED (AMICABLY SETTLED),dry,Afternoon,742
11/13/2023,7:45:00 AM,foggy,CABINET HILL-TEACHER'S CAMP,"Barangay CABINET HILL-TEACHER'S CAMP, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Speeding,SOLVED (AMICABLY SETTLED),damp,Morning,169
11/13/2023,9:50:00 AM,clear,PACDAL,"Barangay PACDAL, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Erosion of Roadside,SOLVED (AMICABLY SETTLED),dry,Morning,617
11/14/2023,9:32:00 AM,rainy,"MAGSAYSAY, UPPER","Barangay MAGSAYSAY, UPPER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),wet,Morning,229
11/14/2023,8:05:00 AM,foggy,SESSION GOV. PACK,"Barangay SESSION GOV. PACK, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),damp,Morning,675
11/13/2023,11:46:00 AM,clear,IRISAN,"Barangay IRISAN, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,No,No,Traffic Management Factors,Traffic Congestion,SOLVED (AMICABLY SETTLED),dry,Morning,586
11/15/2023,8:25:00 PM,rainy,MILITARY CUT-OFF,"Barangay MILITARY CUT-OFF, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Slippery Road due to Rain,SOLVED (AMICABLY SETTLED),wet,Evening,501
11/15/2023,9:15:00 AM,rainy,MILITARY CUT-OFF,"Barangay MILITARY CUT-OFF, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Human Error,Inattention,SOLVED (AMICABLY SETTLED),wet,Morning,68
11/14/2023,1:20:00 AM,foggy,ENGINEERS' HILL,"Barangay ENGINEERS' HILL, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),damp,Morning,809
11/14/2023,7:15:00 AM,clear,HONEYMOON (HONEYMOON-HOLY GHOST),"Barangay HONEYMOON (HONEYMOON-HOLY GHOST), Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,No,No,Human Error,Speeding,SOLVED (AMICABLY SETTLED),dry,Morning,496
11/15/2023,4:30:00 PM,rainy,LUALHATI,"Barangay LUALHATI, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),wet,Afternoon,374
11/15/2023,4:45:00 AM,foggy,KAYANG EXTENSION,"Barangay KAYANG EXTENSION, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Traffic Congestion,SOLVED (AMICABLY SETTLED),damp,Morning,211
11/17/2023,3:20:00 PM,clear,MILITARY CUT-OFF,"Barangay MILITARY CUT-OFF, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO MULTIPLE DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Erosion of Roadside,SOLVED (AMICABLY SETTLED),dry,Afternoon,887
